Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Season
511,Ben White,eng ENG,"DF,MF",Brighton,22,1997,36,36,3191,35.5,0,0,0,0,0,0,5,1,0.5,0.5,0.9,1.4,50,149,38,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,2020-2021
512,Georginio Wijnaldum,nl NED,MF,Liverpool,29,1990,38,34,2941,32.7,2,0,2,2,0,0,1,0,2.6,2.6,1.4,3.9,62,133,59,0.06,0.00,0.06,0.06,0.06,0.08,0.04,0.12,0.08,0.12,Matches,2020-2021
513,Brandon Williams,eng ENG,DF,Manchester Utd,19,2000,4,2,188,2.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,5,5,7,0.00,0.00,0.00,0.00,0.00,0.11,0.02,0.13,0.11,0.13,Matches,2020-2021
514,Neco Williams,wls WAL,DF,Liverpool,19,2001,6,3,249,2.8,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,10,14,29,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.09,0.03,0.09,Matches,2020-2021
515,Rhys Williams,eng ENG,DF,Liverpool,19,2001,9,7,661,7.3,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,2,23,1,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09,Matches,2020-2021
516,Willian,br BRA,FW,Arsenal,31,1988,25,16,1406,15.6,1,5,6,1,0,0,0,0,1.9,1.9,3.0,5.0,51,78,119,0.06,0.32,0.38,0.06,0.38,0.12,0.19,0.32,0.12,0.32,Matches,2020-2021
517,Joe Willock,eng ENG,MF,Arsenal,20,1999,7,2,238,2.6,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.3,8,11,13,0.00,0.00,0.00,0.00,0.00,0.10,0.02,0.12,0.10,0.12,Matches,2020-2021
518,Joe Willock,eng ENG,MF,Newcastle Utd,20,1999,14,11,978,10.9,8,0,8,8,0,1,0,0,3.9,3.0,0.5,3.5,23,29,34,0.74,0.00,0.74,0.74,0.74,0.36,0.05,0.41,0.28,0.33,Matches,2020-2021
519,Callum Wilson,eng ENG,FW,Newcastle Utd,28,1992,26,23,2084,23.2,12,5,17,8,4,4,2,0,12.4,9.3,2.8,12.1,42,32,116,0.52,0.22,0.73,0.35,0.56,0.54,0.12,0.66,0.40,0.52,Matches,2020-2021
520,Harry Winks,eng ENG,MF,Tottenham,24,1996,15,9,861,9.6,0,0,0,0,0,0,5,0,0.1,0.1,0.2,0.2,9,62,1,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.01,0.02,Matches,2020-2021
521,Chris Wood,nz NZL,FW,Burnley,28,1991,33,32,2741,30.5,12,3,15,10,2,2,0,0,13.0,11.4,1.9,13.4,17,20,217,0.39,0.10,0.49,0.33,0.43,0.43,0.06,0.49,0.38,0.44,Matches,2020-2021
522,Granit Xhaka,ch SUI,"MF,DF",Arsenal,27,1992,31,29,2522,28.0,1,2,3,1,0,0,7,1,0.9,0.9,1.5,2.3,41,276,31,0.04,0.07,0.11,0.04,0.11,0.03,0.05,0.08,0.03,0.08,Matches,2020-2021
523,Andriy Yarmolenko,ua UKR,"FW,MF",West Ham,30,1989,15,1,375,4.2,0,1,1,0,0,0,3,0,0.3,0.3,0.8,1.1,22,17,38,0.00,0.24,0.24,0.00,0.24,0.06,0.19,0.25,0.06,0.25,Matches,2020-2021
524,DeAndre Yedlin,us USA,DF,Newcastle Utd,27,1993,6,5,436,4.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,12,15,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches,2020-2021
525,Okay Yokuşlu,tr TUR,MF,West Brom,26,1994,16,15,1317,14.6,0,1,1,0,0,0,4,0,0.9,0.9,0.7,1.5,5,54,5,0.00,0.07,0.07,0.00,0.07,0.06,0.05,0.10,0.06,0.10,Matches,2020-2021
526,Wilfried Zaha,ci CIV,FW,Crystal Palace,27,1992,30,29,2612,29.0,11,2,13,9,2,2,6,0,8.1,6.5,3.1,9.6,103,72,259,0.38,0.07,0.45,0.31,0.38,0.28,0.11,0.39,0.22,0.33,Matches,2020-2021
527,Andre-Frank Zambo Anguissa,cm CMR,MF,Fulham,24,1995,36,29,2587,28.7,0,3,3,0,0,0,6,0,1.6,1.6,2.5,4.0,81,156,68,0.00,0.10,0.10,0.00,0.10,0.05,0.09,0.14,0.05,0.14,Matches,2020-2021
528,Andi Zeqiri,ch SUI,"FW,DF",Brighton,21,1999,9,0,171,1.9,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,2,2,14,0.00,0.00,0.00,0.00,0.00,0.38,0.04,0.42,0.38,0.42,Matches,2020-2021
529,Oleksandr Zinchenko,ua UKR,DF,Manchester City,23,1996,20,15,1478,16.4,0,0,0,0,0,0,0,0,0.7,0.7,0.9,1.6,38,118,65,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10,Matches,2020-2021
530,Hakim Ziyech,ma MAR,"MF,FW",Chelsea,27,1993,23,15,1172,13.0,2,3,5,2,0,0,3,0,1.9,1.9,3.6,5.5,27,91,108,0.15,0.23,0.38,0.15,0.38,0.14,0.28,0.42,0.14,0.42,Matches,2020-2021
531,Kurt Zouma,fr FRA,DF,Chelsea,25,1994,24,22,2029,22.5,5,0,5,5,0,0,3,0,2.0,2.0,0.1,2.1,14,74,8,0.22,0.00,0.22,0.22,0.22,0.09,0.00,0.09,0.09,0.09,Matches,2020-2021
532,Martin Ødegaard,no NOR,MF,Arsenal,21,1998,14,9,866,9.6,1,2,3,1,0,0,0,0,0.7,0.7,2.0,2.7,16,65,49,0.10,0.21,0.31,0.10,0.31,0.08,0.21,0.29,0.08,0.29,Matches,2020-2021
1,Patrick van Aanholt,nl NED,DF,Crystal Palace,28,1990,29,29,2507,27.9,3,2,5,2,1,1,0,0,2.1,1.3,3.7,5.1,60,143,89,0.11,0.07,0.18,0.07,0.14,0.08,0.13,0.21,0.05,0.18,Matches,2019-2020
2,Max Aarons,eng ENG,DF,Norwich City,19,2000,36,36,3240,36.0,0,1,1,0,0,0,7,0,0.6,0.6,3.9,4.5,92,78,151,0.00,0.03,0.03,0.00,0.03,0.02,0.11,0.12,0.02,0.12,Matches,2019-2020
3,Tammy Abraham,eng ENG,FW,Chelsea,21,1997,34,25,2215,24.6,15,3,18,15,0,0,2,0,16.4,16.4,2.7,19.0,31,34,134,0.61,0.12,0.73,0.61,0.73,0.67,0.11,0.77,0.67,0.77,Matches,2019-2020
4,Che Adams,sct SCO,FW,Southampton,23,1996,30,12,1111,12.3,4,2,6,4,0,0,0,0,5.3,5.3,1.7,7.0,20,16,87,0.32,0.16,0.49,0.32,0.49,0.43,0.14,0.57,0.43,0.57,Matches,2019-2020
5,Adrián,es ESP,GK,Liverpool,32,1987,11,9,875,9.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020
6,Sergio Agüero,ar ARG,FW,Manchester City,31,1988,24,18,1452,16.1,16,3,19,14,2,3,1,0,14.5,12.1,2.3,14.4,35,34,105,0.99,0.19,1.18,0.87,1.05,0.90,0.14,1.04,0.75,0.89,Matches,2019-2020
7,Albian Ajeti,ch SUI,FW,West Ham,22,1997,9,0,139,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0,0,10,0.00,0.00,0.00,0.00,0.00,0.11,0.05,0.16,0.11,0.16,Matches,2019-2020
8,Nathan Aké,nl NED,DF,Bournemouth,24,1995,29,29,2503,27.8,2,2,4,2,0,0,2,0,3.0,3.0,2.2,5.1,12,81,7,0.07,0.07,0.14,0.07,0.14,0.11,0.08,0.18,0.11,0.18,Matches,2019-2020
9,Marc Albrighton,eng ENG,"MF,DF",Leicester City,29,1989,20,9,867,9.6,0,3,3,0,0,0,2,0,0.4,0.4,2.2,2.6,20,45,94,0.00,0.31,0.31,0.00,0.31,0.04,0.22,0.27,0.04,0.27,Matches,2019-2020
10,Toby Alderweireld,be BEL,DF,Tottenham,30,1989,33,33,2957,32.9,2,2,4,2,0,0,7,0,0.7,0.7,1.3,2.1,11,96,10,0.06,0.06,0.12,0.06,0.12,0.02,0.04,0.06,0.02,0.06,Matches,2019-2020
11,Trent Alexander-Arnold,eng ENG,DF,Liverpool,20,1998,38,35,3175,35.3,4,13,17,4,0,0,5,0,2.8,2.8,10.9,13.7,98,247,226,0.11,0.37,0.48,0.11,0.48,0.08,0.31,0.39,0.08,0.39,Matches,2019-2020
12,Alisson,br BRA,GK,Liverpool,26,1992,29,29,2543,28.3,0,1,1,0,0,0,0,1,0.0,0.0,0.3,0.3,0,1,0,0.00,0.04,0.04,0.00,0.04,0.00,0.01,0.01,0.00,0.01,Matches,2019-2020
13,Dele Alli,eng ENG,"MF,FW",Tottenham,23,1996,25,21,1847,20.5,8,4,12,7,1,1,2,0,8.1,7.3,3.5,10.8,56,69,152,0.39,0.19,0.58,0.34,0.54,0.40,0.17,0.56,0.36,0.53,Matches,2019-2020
14,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,25,1994,36,35,3021,33.6,4,2,6,4,0,0,5,0,6.7,6.7,3.0,9.7,120,77,160,0.12,0.06,0.18,0.12,0.18,0.20,0.09,0.29,0.20,0.29,Matches,2019-2020
15,Marcos Alonso,es ESP,DF,Chelsea,28,1990,18,15,1430,15.9,4,2,6,4,0,0,4,0,2.6,2.6,2.6,5.2,62,69,155,0.25,0.13,0.38,0.25,0.38,0.16,0.17,0.33,0.16,0.33,Matches,2019-2020
16,Steven Alzate,co COL,"MF,DF",Brighton,20,1998,19,12,1188,13.2,0,0,0,0,0,0,1,0,1.2,1.2,0.7,2.0,34,66,92,0.00,0.00,0.00,0.00,0.00,0.09,0.06,0.15,0.09,0.15,Matches,2019-2020
17,Ibrahim Amadou,fr FRA,"DF,MF",Norwich City,26,1993,11,8,759,8.4,0,0,0,0,0,0,1,0,0.8,0.8,0.0,0.8,4,13,1,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.10,0.09,0.10,Matches,2019-2020
18,Felipe Anderson,br BRA,"MF,FW",West Ham,26,1993,25,20,1497,16.6,1,4,5,1,0,0,1,0,2.5,2.5,3.1,5.6,106,100,132,0.06,0.24,0.30,0.06,0.30,0.15,0.18,0.34,0.15,0.34,Matches,2019-2020
19,Florin Andone,ro ROU,FW,Brighton,26,1993,3,1,73,0.8,1,0,1,1,0,0,0,1,0.4,0.4,0.1,0.4,2,0,4,1.23,0.00,1.23,1.23,1.23,0.45,0.06,0.51,0.45,0.51,Matches,2019-2020
20,Angeliño,es ESP,DF,Manchester City,22,1997,6,4,423,4.7,0,0,0,0,0,0,1,0,0.2,0.2,1.5,1.7,21,41,70,0.00,0.00,0.00,0.00,0.00,0.05,0.32,0.36,0.05,0.36,Matches,2019-2020
21,Faustino Anjorin,eng ENG,FW,Chelsea,17,2001,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches,2019-2020
22,Michail Antonio,jm JAM,FW,West Ham,29,1990,24,19,1768,19.6,10,3,13,9,1,1,3,0,12.9,12.1,3.7,15.9,53,39,178,0.51,0.15,0.66,0.46,0.61,0.66,0.19,0.85,0.62,0.81,Matches,2019-2020
23,Stuart Armstrong,sct SCO,MF,Southampton,27,1992,30,19,1715,19.1,5,3,8,5,0,0,4,0,2.8,2.8,2.0,4.8,45,71,101,0.26,0.16,0.42,0.26,0.42,0.15,0.10,0.25,0.15,0.25,Matches,2019-2020
24,Kepa Arrizabalaga,es ESP,GK,Chelsea,24,1994,33,33,2970,33.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020
25,Christian Atsu,gh GHA,"MF,FW",Newcastle Utd,27,1992,19,6,749,8.3,0,3,3,0,0,0,2,0,0.2,0.2,1.3,1.5,29,16,22,0.00,0.36,0.36,0.00,0.36,0.03,0.15,0.18,0.03,0.18,Matches,2019-2020
26,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,30,1989,36,35,3136,34.8,22,3,25,20,2,2,3,1,14.7,13.2,3.3,16.5,98,81,288,0.63,0.09,0.72,0.57,0.66,0.42,0.09,0.52,0.38,0.47,Matches,2019-2020
27,Serge Aurier,ci CIV,DF,Tottenham,26,1992,33,31,2700,30.0,1,5,6,1,0,0,4,1,0.5,0.5,3.4,3.9,66,93,205,0.03,0.17,0.20,0.03,0.20,0.02,0.11,0.13,0.02,0.13,Matches,2019-2020
28,Jordan Ayew,gh GHA,FW,Crystal Palace,27,1991,37,37,3148,35.0,9,2,11,9,0,0,6,0,7.5,7.5,2.5,10.0,77,60,184,0.26,0.06,0.31,0.26,0.31,0.21,0.07,0.29,0.21,0.29,Matches,2019-2020
29,César Azpilicueta,es ESP,DF,Chelsea,29,1989,36,36,3229,35.9,2,6,8,2,0,0,1,0,2.4,2.4,6.0,8.5,59,193,226,0.06,0.17,0.22,0.06,0.22,0.07,0.17,0.24,0.07,0.24,Matches,2019-2020
30,Eric Bailly,ci CIV,DF,Manchester Utd,25,1994,4,1,150,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020
31,Leighton Baines,eng ENG,DF,Everton,34,1984,8,4,404,4.5,0,0,0,0,0,0,0,0,0.1,0.1,0.8,0.9,12,10,18,0.00,0.00,0.00,0.00,0.00,0.01,0.18,0.20,0.01,0.20,Matches,2019-2020
32,Fabián Balbuena,py PAR,DF,West Ham,27,1991,17,13,1177,13.1,1,0,1,1,0,0,2,0,1.5,1.5,0.5,2.0,8,35,2,0.08,0.00,0.08,0.08,0.08,0.12,0.03,0.15,0.12,0.15,Matches,2019-2020
33,George Baldock,gr GRE,DF,Sheffield Utd,26,1993,38,38,3420,38.0,2,3,5,2,0,0,7,0,0.6,0.6,1.7,2.4,97,103,197,0.05,0.08,0.13,0.05,0.13,0.02,0.05,0.06,0.02,0.06,Matches,2019-2020
34,Phil Bardsley,sct SCO,DF,Burnley,34,1985,21,21,1890,21.0,0,1,1,0,0,0,6,0,0.3,0.3,1.4,1.7,23,70,27,0.00,0.05,0.05,0.00,0.05,0.02,0.07,0.08,0.02,0.08,Matches,2019-2020
35,Ross Barkley,eng ENG,MF,Chelsea,25,1993,21,13,1103,12.3,1,4,5,1,0,0,0,0,2.7,2.7,2.3,5.1,46,64,63,0.08,0.33,0.41,0.08,0.41,0.22,0.19,0.41,0.22,0.41,Matches,2019-2020
36,Ashley Barnes,eng ENG,FW,Burnley,29,1989,19,17,1352,15.0,6,0,6,5,1,1,4,0,6.2,5.4,0.3,5.7,10,18,61,0.40,0.00,0.40,0.33,0.33,0.41,0.02,0.43,0.36,0.38,Matches,2019-2020
37,Harvey Barnes,eng ENG,"MF,FW",Leicester City,21,1997,36,24,2083,23.1,6,8,14,6,0,0,0,0,8.1,8.1,4.1,12.2,95,90,221,0.26,0.35,0.60,0.26,0.60,0.35,0.18,0.53,0.35,0.53,Matches,2019-2020
38,Chris Basham,eng ENG,DF,Sheffield Utd,31,1988,38,38,3242,36.0,0,1,1,0,0,0,4,0,0.3,0.3,1.3,1.6,32,82,70,0.00,0.03,0.03,0.00,0.03,0.01,0.04,0.04,0.01,0.04,Matches,2019-2020
39,Borja Bastón,es ESP,"MF,FW",Aston Villa,26,1992,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020
40,Michy Batshuayi,be BEL,FW,Chelsea,25,1993,16,1,239,2.7,1,1,2,1,0,0,0,0,2.4,2.4,0.2,2.6,8,1,22,0.38,0.38,0.75,0.38,0.75,0.92,0.06,0.98,0.92,0.98,Matches,2019-2020
41,Jan Bednarek,pl POL,DF,Southampton,23,1996,34,34,3057,34.0,1,1,2,1,0,0,4,0,1.1,1.1,1.1,2.2,4,90,0,0.03,0.03,0.06,0.03,0.06,0.03,0.03,0.07,0.03,0.07,Matches,2019-2020
42,Héctor Bellerín,es ESP,"DF,MF",Arsenal,24,1995,15,13,1158,12.9,1,0,1,1,0,0,2,0,0.4,0.4,0.4,0.8,34,58,70,0.08,0.00,0.08,0.08,0.08,0.03,0.03,0.06,0.03,0.06,Matches,2019-2020
43,Ryan Bennett,eng ENG,DF,Wolves,29,1990,11,7,606,6.7,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,3,17,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches,2019-2020
44,Ryan Bennett,eng ENG,DF,Leicester City,29,1990,5,3,331,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,13,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020
45,Nabil Bentaleb,dz ALG,MF,Newcastle Utd,24,1994,12,8,751,8.3,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,2,19,1,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,2019-2020
46,Christian Benteke,be BEL,FW,Crystal Palace,28,1990,24,13,1261,14.0,2,1,3,2,0,0,4,1,5.1,5.1,2.6,7.7,22,28,79,0.14,0.07,0.21,0.14,0.21,0.36,0.19,0.55,0.36,0.55,Matches,2019-2020
47,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,28,1990,12,6,621,6.9,1,1,2,1,0,0,0,0,0.6,0.6,1.0,1.6,18,6,31,0.14,0.14,0.29,0.14,0.29,0.09,0.14,0.23,0.09,0.23,Matches,2019-2020
48,Sander Berge,no NOR,MF,Sheffield Utd,21,1998,14,12,943,10.5,1,1,2,1,0,0,0,0,0.6,0.6,0.6,1.3,18,52,35,0.10,0.10,0.19,0.10,0.19,0.06,0.06,0.12,0.06,0.12,Matches,2019-2020
49,Steven Bergwijn,nl NED,"FW,MF",Tottenham,21,1997,14,8,704,7.8,3,1,4,3,0,0,2,0,1.0,1.0,0.9,1.9,24,12,50,0.38,0.13,0.51,0.38,0.51,0.13,0.11,0.25,0.13,0.25,Matches,2019-2020
50,Bernard,br BRA,"MF,FW",Everton,26,1992,27,15,1280,14.2,3,2,5,3,0,0,2,0,1.8,1.8,2.4,4.1,40,76,106,0.21,0.14,0.35,0.21,0.35,0.13,0.17,0.29,0.13,0.29,Matches,2019-2020
51,Bernardo,br BRA,"DF,MF",Brighton,24,1995,14,7,679,7.5,0,0,0,0,0,0,1,0,0.5,0.5,1.1,1.6,22,56,41,0.00,0.00,0.00,0.00,0.00,0.06,0.15,0.21,0.06,0.21,Matches,2019-2020
52,Ryan Bertrand,eng ENG,DF,Southampton,29,1989,32,31,2742,30.5,1,1,2,1,0,0,3,1,1.7,1.7,3.3,5.1,78,130,134,0.03,0.03,0.07,0.03,0.07,0.06,0.11,0.17,0.06,0.17,Matches,2019-2020
53,Muhamed Bešić,ba BIH,MF,Sheffield Utd,26,1992,9,2,250,2.8,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,3,11,0,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.08,0.06,0.08,Matches,2019-2020
54,Philip Billing,dk DEN,MF,Bournemouth,23,1996,34,29,2530,28.1,1,1,2,1,0,0,8,0,2.0,2.0,1.7,3.6,29,100,59,0.04,0.04,0.07,0.04,0.07,0.07,0.06,0.13,0.07,0.13,Matches,2019-2020
55,Yves Bissouma,ml MLI,MF,Brighton,22,1996,22,15,1259,14.0,1,0,1,1,0,0,4,0,0.4,0.4,0.2,0.6,25,63,16,0.07,0.00,0.07,0.07,0.07,0.03,0.01,0.04,0.03,0.04,Matches,2019-2020
56,Willy Boly,ci CIV,DF,Wolves,28,1991,22,22,1979,22.0,0,1,1,0,0,0,3,1,0.4,0.4,1.1,1.5,4,48,5,0.00,0.05,0.05,0.00,0.05,0.02,0.05,0.07,0.02,0.07,Matches,2019-2020
57,Gaëtan Bong,cm CMR,"DF,MF",Brighton,31,1988,4,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,4,5,8,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.34,0.00,0.34,Matches,2019-2020
58,Sofiane Boufal,ma MAR,"MF,FW",Southampton,25,1993,20,8,764,8.5,0,2,2,0,0,0,2,0,1.0,1.0,2.9,3.9,48,41,67,0.00,0.24,0.24,0.00,0.24,0.12,0.34,0.46,0.12,0.46,Matches,2019-2020
59,Jarrod Bowen,eng ENG,"FW,MF",West Ham,22,1996,13,11,917,10.2,1,4,5,1,0,0,0,0,2.3,2.3,2.7,5.0,33,19,80,0.10,0.39,0.49,0.10,0.49,0.22,0.27,0.49,0.22,0.49,Matches,2019-2020
60,Robbie Brady,ie IRL,MF,Burnley,27,1992,17,5,454,5.0,1,2,3,1,0,0,1,0,1.1,1.1,0.4,1.5,5,20,23,0.20,0.40,0.59,0.20,0.59,0.22,0.07,0.29,0.22,0.29,Matches,2019-2020
61,Jarrad Branthwaite,eng ENG,DF,Everton,17,2002,4,2,300,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020
62,Claudio Bravo,cl CHI,GK,Manchester City,36,1983,4,3,347,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020
63,Armando Broja,al ALB,FW,Chelsea,17,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020
64,David Brooks,wls WAL,"MF,FW",Bournemouth,22,1997,9,8,506,5.6,1,0,1,1,0,0,1,0,0.5,0.5,0.3,0.8,4,17,24,0.18,0.00,0.18,0.18,0.18,0.08,0.05,0.14,0.08,0.14,Matches,2019-2020
65,Josh Brownhill,eng ENG,MF,Burnley,23,1995,10,9,805,8.9,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.7,2,20,15,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Matches,2019-2020
66,Emi Buendía,ar ARG,"FW,MF",Norwich City,22,1996,36,28,2464,27.4,1,7,8,1,0,0,6,1,2.2,2.2,6.8,9.0,68,194,106,0.04,0.26,0.29,0.04,0.29,0.08,0.25,0.33,0.08,0.33,Matches,2019-2020
67,Dan Burn,eng ENG,DF,Brighton,27,1992,34,33,2880,32.0,0,0,0,0,0,0,5,0,1.2,1.2,1.3,2.5,52,135,93,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,Matches,2019-2020
68,Sam Byram,eng ENG,DF,Norwich City,25,1993,17,15,1293,14.4,0,0,0,0,0,0,4,0,1.4,1.4,0.4,1.7,21,41,58,0.00,0.00,0.00,0.00,0.00,0.10,0.03,0.12,0.10,0.12,Matches,2019-2020
69,Willy Caballero,ar ARG,GK,Chelsea,37,1981,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020
70,Gary Cahill,eng ENG,DF,Crystal Palace,33,1985,25,25,2167,24.1,0,1,1,0,0,0,1,0,1.6,1.6,0.2,1.8,5,48,2,0.00,0.04,0.04,0.00,0.04,0.06,0.01,0.07,0.06,0.07,Matches,2019-2020
71,Dominic Calvert-Lewin,eng ENG,FW,Everton,22,1997,36,30,2626,29.2,13,1,14,13,0,0,9,0,15.3,15.3,1.5,16.8,40,50,156,0.45,0.03,0.48,0.45,0.48,0.52,0.05,0.57,0.52,0.57,Matches,2019-2020
72,Víctor Camarasa,es ESP,FW,Crystal Palace,25,1994,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,2019-2020
73,João Cancelo,pt POR,DF,Manchester City,25,1994,17,13,1208,13.4,0,0,0,0,0,0,4,0,0.6,0.6,2.8,3.3,42,105,80,0.00,0.00,0.00,0.00,0.00,0.04,0.21,0.25,0.04,0.25,Matches,2019-2020
74,Todd Cantwell,eng ENG,"FW,MF",Norwich City,21,1998,37,30,2489,27.7,6,2,8,6,0,0,6,0,5.4,5.4,1.9,7.3,75,99,138,0.22,0.07,0.29,0.22,0.29,0.19,0.07,0.26,0.19,0.26,Matches,2019-2020
75,Étienne Capoue,fr FRA,MF,Watford,31,1988,30,30,2627,29.2,0,3,3,0,0,0,8,0,0.8,0.8,3.3,4.1,16,132,23,0.00,0.10,0.10,0.00,0.10,0.03,0.11,0.14,0.03,0.14,Matches,2019-2020
76,Andy Carroll,eng ENG,FW,Newcastle Utd,30,1989,19,4,632,7.0,0,4,4,0,0,0,1,0,1.2,1.2,1.4,2.6,4,17,34,0.00,0.57,0.57,0.00,0.57,0.17,0.20,0.37,0.17,0.37,Matches,2019-2020
77,Jonny Castro,es ESP,"MF,DF",Wolves,25,1994,35,33,2887,32.1,2,2,4,2,0,0,4,0,1.6,1.6,1.3,2.8,100,97,180,0.06,0.06,0.12,0.06,0.12,0.05,0.04,0.09,0.05,0.09,Matches,2019-2020
78,Craig Cathcart,nir NIR,DF,Watford,30,1989,29,28,2488,27.6,0,0,0,0,0,0,7,0,0.2,0.2,0.1,0.3,2,61,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,2019-2020
79,Dani Ceballos,es ESP,MF,Arsenal,22,1996,24,18,1692,18.8,0,2,2,0,0,0,1,0,0.6,0.6,1.8,2.3,60,174,38,0.00,0.11,0.11,0.00,0.11,0.03,0.09,0.12,0.03,0.12,Matches,2019-2020
80,Nathaniel Chalobah,eng ENG,MF,Watford,24,1994,22,10,930,10.3,0,1,1,0,0,0,1,0,0.5,0.5,1.3,1.7,4,35,22,0.00,0.10,0.10,0.00,0.10,0.04,0.12,0.17,0.04,0.17,Matches,2019-2020
81,Calum Chambers,eng ENG,DF,Arsenal,24,1995,14,13,1102,12.2,1,1,2,1,0,0,5,0,0.8,0.8,1.6,2.4,16,45,67,0.08,0.08,0.16,0.08,0.16,0.06,0.13,0.20,0.06,0.20,Matches,2019-2020
82,Ben Chilwell,eng ENG,DF,Leicester City,22,1996,27,27,2373,26.4,3,3,6,3,0,0,3,0,1.0,1.0,3.9,4.9,109,126,180,0.11,0.11,0.23,0.11,0.23,0.04,0.15,0.19,0.04,0.19,Matches,2019-2020
83,Tahith Chong,nl NED,"FW,DF",Manchester Utd,19,1999,3,0,37,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,5,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches,2019-2020
84,Hamza Choudhury,bd BAN,MF,Leicester City,21,1997,20,10,893,9.9,1,1,2,1,0,0,4,1,0.4,0.4,0.1,0.5,5,32,10,0.10,0.10,0.20,0.10,0.20,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020
